#AVAILABLE,CITY,TYPE,RENT,BEDS,BATHS,PETS,SQ. FT.
"Now","TWINPEAKS","House","$9000","3","2.50","NoPets",""
"Now","SANFRANCISCO","House","$9495","3","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$9500","5","3.00","PetOK","2200"
"Now","SANFRANCISCO","Apartment","$9500","5","3.00","PetOK",""
"Now","SANFRANCISCO","House","$9950","4","3.50","NoPets",""
"Now","SANFRANCISCO","Condo","$9995","2","2.50","NoPets",""
"Now","SANFRANCISCO","Loft","$10000","3","3.00","Call","2700"
"Now","SANFRANCISCO","Townhouse","$10000","3","4.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$10490","4","3.50","PetOK",""
"Now","SANFRANCISCO","Apartment","$10600","5","3.50","DogOK","3100"
"Now","SANFRANCISCO","Apartment","$11000","3","3.00","NoPets",""
"Now","SANFRANCISCO","House","$11000","3","3.00","NoPets",""
"Now","SANFRANCISCO","Condo","$12000","2","3.00","NoPets",""
"Now","SANFRANCISCO","Condo","$12000","2","3.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$12000","3","3.00","Call","2234"
"Now","SANFRANCISCO","Condo","$13000","3","3.00","PetOK",""
"Now","SANFRANCISCO","Condo","$13500","3","3.00","NoPets",""
"Now","SANFRANCISCO","Condo","$13500","3","3.00","NoPets","2027"
"Now","SANFRANCISCO","House","$14500","4","5.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$15000","4","4.50","Call","4100"
"Now","SANFRANCISCO","House","$25000","6+","5.00","NoPets",""
"Now","SANFRANCISCO","Apartment","Call","3","2.00","PetOK","1393"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","674"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","525"
"Now","SANFRANCISCO","Apartment","Call","Studio","1.00","PetOK","557"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","671"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1139"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1164"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","955"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","956"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","677"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","959"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","963"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","884"
"Now","SANFRANCISCO","Apartment","Call","3","2.00","PetOK","1380"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","995"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","645"
"Now","SANFRANCISCO","Apartment","Call","2","1.00","CatOK","920"
"Now","SANFRANCISCO","Apartment","Call","Studio","1.00","PetOK","529"
"Now","SANFRANCISCO","Apartment","Call","Studio","1.00","PetOK","623"
"Now","SANFRANCISCO","Apartment","$1585","1","1.00","Call","470"
"Now","SANFRANCISCO","Apartment","$1585","1","1.00","NoPets","620"
"Now","SANFRANCISCO","Apartment","$1590","1","1.00","CatOK","480"
"Now","SANFRANCISCO","Apartment","$1595","Studio","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1595","Studio","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1595","Studio","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1595","Studio","1.00","DogOK","350"
"Now","SANFRANCISCO","Apartment","$1600","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1600","Studio","1.00","NoPets",""
"Now","PACIFICHEIGHTS","Apartment","$1600","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1610","1","1.00","Call","530"
"Now","SANFRANCISCO","Apartment","$1650","Studio","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$1650","Studio","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$1650","Studio","1.00","NoPets","550"
"Now","SANFRANCISCO","Apartment","$1650","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1675","Studio","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$1675","Studio","1.00","PetOK","548"
"Now","SANFRANCISCO","Apartment","$1675","Studio","1.00","PetOK","600"
"Now","SANFRANCISCO","Apartment","$1675","Studio","1.00","PetOK","521"
"Now","SANFRANCISCO","Apartment","$1675","1","1.00","Call","604"
"Now","SANFRANCISCO","House","$1690","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1695","Studio","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1695","Studio","1.00","Call","450"
"Now","SANFRANCISCO","Apartment","$1695","Studio","1.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$1695","Studio","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","665"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","764"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","766"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1107"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","778"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","787"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","786"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","812"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","854"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","856"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","905"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","910"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","744"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","935"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","967"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","986"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","620"
"Now","SANFRANCISCO","Apartment","Call","2","1.00","PetOK","886"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1176"
"Now","SANFRANCISCO","Apartment","Call","2","1.00","PetOK","1083"
"Now","SANFRANCISCO","Apartment","Call","1","1.50","PetOK","951"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","929"
"Now","SANFRANCISCO","Apartment","Call","2","1.00","PetOK","900"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","CatOK","573"
"Now","SANFRANCISCO","Apartment","Call","Studio","1.00","PetOK","533"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1033"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","825"
"Now","SANFRANCISCO","Apartment","Call","3","2.00","PetOK","1916"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","664"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","708"
"Now","SANFRANCISCO","Apartment","Call","1","1.50","PetOK","1105"
"Now","SANFRANCISCO","Apartment","Call","2","1.50","PetOK","1778"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1047"
"Now","SANFRANCISCO","Apartment","Call","2","2.50","PetOK","1631"
"Now","SANFRANCISCO","Apartment","Call","3","2.00","PetOK","1139"
"Now","SANFRANCISCO","Apartment","Call","Studio","1.00","PetOK","453"
"Now","SANFRANCISCO","Apartment","Call","3","2.00","PetOK","1429"
"Now","SANFRANCISCO","Apartment","Call","Studio","1.00","PetOK","432"
"Now","SANFRANCISCO","Apartment","Call","2","2.50","PetOK","1639"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","752"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","839"
"Now","SANFRANCISCO","Apartment","Call","4","3.00","PetOK","2543"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","747"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1006"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","781"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1328"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","795"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1311"
"Now","SANFRANCISCO","Apartment","Call","3","2.00","PetOK","1265"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","814"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1250"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","842"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1310"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","675"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","816"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1309"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","902"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","683"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","971"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","767"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","976"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","983"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","998"
"Now","SANFRANCISCO","Apartment","Call","Studio","1.00","PetOK","522"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","799"
"Now","SANFRANCISCO","Apartment","Call","3","2.00","PetOK","1254"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","591"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","721"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","782"
"Now","SANFRANCISCO","Apartment","Call","Studio","1.00","CatOK","497"
"Now","SANFRANCISCO","Apartment","Call","2","1.00","CatOK","920"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1214"
"Now","SANFRANCISCO","Apartment","Call","2","2.50","PetOK","1673"
"Now","SANFRANCISCO","Apartment","Call","3","3.00","PetOK","1656"
"Now","SANFRANCISCO","Apartment","Call","2","1.50","PetOK","2024"
"Now","SANFRANCISCO","Apartment","Call","Studio","1.00","PetOK","508"
"Now","SANFRANCISCO","Apartment","Call","2","2.50","PetOK","1310"
"Now","SANFRANCISCO","Apartment","Call","3","2.00","PetOK","1341"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","600"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","650"
"Now","SANFRANCISCO","Apartment","Call","2","1.00","PetOK","882"
"Now","SANFRANCISCO","Apartment","Call","Studio","1.00","PetOK","875"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","811"
"Now","SANFRANCISCO","Apartment","Call","2","2.00","PetOK","1003"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","717"
"Now","SANFRANCISCO","Apartment","Call","1","1.00","PetOK","726"
"Now","SANFRANCISCO","Apartment","$1695","Studio","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$1700","Studio","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$1700","Studio","1.00","PetOK","430"
"Now","SANFRANCISCO","Apartment","$1700","Studio","1.00","CatOK","533"
"Now","SANFRANCISCO","Apartment","$1700","Studio","1.00","PetOK","520"
"Now","SANFRANCISCO","Apartment","$1716","Studio","1.00","Call","450"
"Now","SANFRANCISCO","Apartment","$1725","Studio","1.00","Call","420"
"Now","SANFRANCISCO","Apartment","$1725","Studio","1.00","Call","375"
"Now","SANFRANCISCO","Apartment","$1725","Studio","1.00","Call","400"
"Now","SANFRANCISCO","Apartment","$1750","Studio","1.00","Call","470"
"02/01/2012","SANFRANCISCO","Apartment","$1750","1","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$1750","1","1.00","NoPets",""
"Now","SANFRANCISCO","House","$1755","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1759","Studio","1.00","CatOK","350"
"Now","SANFRANCISCO","Apartment","$1775","Studio","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$1795","Studio","1.00","WillConsider","510"
"Now","SANFRANCISCO","Apartment","$1795","Studio","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$1795","Studio","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$1795","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$1795","Studio","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1795","1","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$1799","Studio","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1799","Studio","1.00","NoPets",""
"Now","SANFRANCISCO","House","$1800","2","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$1800","2","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$1810","1","1.00","Call","750"
"Now","SANFRANCISCO","Apartment","$1815","1","1.00","CatOK","720"
"Now","SANFRANCISCO","Apartment","$1815","1","1.00","DogOK","693"
"Now","SANFRANCISCO","Apartment","$1820","Studio","1.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$1825","Studio","1.00","PetOK","521"
"Now","SANFRANCISCO","Apartment","$1825","Studio","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$1825","Studio","1.00","PetOK","501"
"Now","SANFRANCISCO","Apartment","$1825","Studio","1.00","DogOK","479"
"Now","SANFRANCISCO","Apartment","$1825","Studio","1.00","PetOK","535"
"Now","SANFRANCISCO","Apartment","$1825","1","1.00","Call","644"
"Now","SANFRANCISCO","Apartment","$1829","Studio","1.00","PetOK","441"
"Now","SANFRANCISCO","Apartment","$1829","2","1.00","PetOK","858"
"Now","SANFRANCISCO","Apartment","$1850","1","1.00","PetOK","650"
"Now","SANFRANCISCO","Apartment","$1850","1","1.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$1850","Studio","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$1850","1","1.00","PetOK","600"
"Now","SANFRANCISCO","Apartment","$1850","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1850","2","1.00","Call",""
"Now","TELEGRAPHHILL","Apartment","$1850","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1854","2","2.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$1863","Studio","1.00","CatOK",""
"01/29/2012","SANFRANCISCO","Apartment","$1870","Studio","1.00","Call","492"
"Now","SANFRANCISCO","Apartment","$1870","Studio","1.00","Call","485"
"Now","SANFRANCISCO","Townhouse","$1875","1","1.00","PetOK","699"
"Now","SANFRANCISCO","Apartment","$1875","2","1.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$1875","1","1.00","PetOK","754"
"Now","SANFRANCISCO","Apartment","$1875","1","1.00","PetOK","667"
"Now","SANFRANCISCO","Apartment","$1875","1","1.00","PetOK","730"
"02/04/2012","SANFRANCISCO","Apartment","$1885","Studio","1.00","Call","510"
"Now","SANFRANCISCO","Apartment","$1895","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1895","Studio","1.00","PetOK",""
"Now","SANFRANCISCO","House","$1900","2","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$1900","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1900","Studio","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1900","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1900","1","1.00","CatOK","690"
"Now","SANFRANCISCO","Apartment","$1900","2","1.00","NoPets",""
"01/31/2012","SANFRANCISCO","Apartment","$1910","Studio","1.00","Call","502"
"Now","SANFRANCISCO","Apartment","$1910","Studio","1.00","NoPets",""
"Now","EASTPALOALTO","Condo","$1925","2","2.00","Call",""
"Now","SANFRANCISCO","Apartment","$1925","1","1.00","PetOK","695"
"Now","SANFRANCISCO","Apartment","$1925","1","1.00","Call","480"
"Now","SANFRANCISCO","Apartment","$1925","1","1.00","Call","435"
"Now","SANFRANCISCO","Apartment","$1946","1","1.00","PetOK","800"
"Now","SANFRANCISCO","Apartment","$1950","1","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$1950","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$1950","1","1.00","PetOK","790"
"Now","SANFRANCISCO","Apartment","$1950","1","1.00","PetOK","800"
"Now","SANFRANCISCO","Apartment","$1950","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1950","1","1.00","PetOK","765"
"Now","SANFRANCISCO","Apartment","$1950","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1950","Studio","1.00","Call","495"
"Now","SANFRANCISCO","Apartment","$1950","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1960","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$1969","2","2.00","CatOK","1035"
"Now","SANFRANCISCO","Apartment","$1975","Studio","1.00","PetOK","510"
"Now","SANFRANCISCO","Apartment","$1975","1","1.50","Call",""
"Now","SANFRANCISCO","Apartment","$1975","1","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$1975","2","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$1980","1","1.00","DogOK","600"
"Now","SANFRANCISCO","Townhouse","$1980","2","1.00","PetOK","1000"
"Now","SANFRANCISCO","Apartment","$1986","1","1.00","PetOK","800"
"Now","SANFRANCISCO","Apartment","$1990","Studio","1.00","Call","453"
"Now","SANFRANCISCO","Apartment","$1990","Studio","1.00","PetOK","332"
"Now","SANFRANCISCO","Apartment","$1990","Studio","1.00","PetOK","332"
"Now","SANFRANCISCO","Apartment","$1993","Studio","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$1995","3","1.50","Call",""
"Now","SANFRANCISCO","Apartment","$1995","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$1995","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1995","2","2.00","NoPets","1025"
"Now","SANFRANCISCO","Apartment","$1995","Studio","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$1999","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1999","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1999","Studio","1.00","NoPets",""
"Now","POTREROHILL","Apartment","$1999","2","1.00","NoPets",""
"Now","SANFRANCISCO","House","$2000","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$2000","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$2000","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$2000","3","2.00","Call",""
"Now","SANFRANCISCO","Apartment","$2000","2","1.00","Call","900"
"Now","SANFRANCISCO","Apartment","$2000","2","1.00","NoPets","700"
"Now","SANFRANCISCO","Apartment","$2000","Studio","1.00","PetOK",""
"Now","SANFANCISCO","Townhouse","$2005","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$2006","Studio","1.00","DogOK","475"
"Now","SANFRANCISCO","Apartment","$2014","Studio","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$2016","1","1.00","PetOK","754"
"Now","SANFRANCISCO","Apartment","$2050","Studio","1.00","NoPets",""
"01/30/2012","SANFRANCISCO","Apartment","$2070","1","1.00","Call","610"
"Now","SANFRANCISCO","Apartment","$2075","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$2075","1","1.00","PetOK","630"
"Now","SANFRANCISCO","Apartment","$2090","Studio","1.00","PetOK","475"
"Now","SANFRANCISCO","Apartment","$2094","Studio","1.00","PetOK","450"
"Now","SANFRANCISCO","Apartment","$2095","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$2095","Studio","1.00","WillConsider","510"
"Now","SANFRANCISCO","Apartment","$2095","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$2095","1","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$2100","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$2100","1","1.00","PetOK","600"
"Now","SANFRANCISCO","Apartment","$2100","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$2100","2","2.00","PetOK","1090"
"Now","SANFRANCISCO","Apartment","$2100","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$2100","2","1.00","NoPets","900"
"Now","SANFRANCISCO","Apartment","$2100","2","1.00","PetOK","931"
"Now","SANFRANCISCO","Apartment","$2100","2","2.00","PetOK","1100"
"Now","SANFRANCISCO","Apartment","$2100","Studio","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$2100","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$2100","2","1.00","PetOK","835"
"Now","SANFRANCISCO","Apartment","$2100","1","1.00","DogOK","560"
"Now","SANFRANCISCO","Apartment","$2100","2","1.00","DogOK","780"
"Now","SANFRANCISCO","Apartment","$2100","Studio","1.00","Call","675"
"Now","SANFRANCISCO","Apartment","$2100","1","1.00","Call","590"
"Now","SANFRANCISCO","Apartment","$2105","Studio","1.00","DogOK","475"
"Now","SANFRANCISCO","Apartment","$2106","2","2.00","PetOK","1100"
"Now","SANFRANCISCO","Apartment","$2110","1","1.00","PetOK","705"
"Now","SANFRANCISCO","Apartment","$2110","1","1.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$2119","Studio","1.00","PetOK","450"
"Now","SANFRANCISCO","Apartment","$2130","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$2130","1","1.00","PetOK","742"
"Now","SANFRANCISCO","Apartment","$2136","1","1.00","PetOK","800"
"Now","SANFRANCISCO","Apartment","$2140","Studio","1.00","PetOK","475"
"Now","SANFRANCISCO","Apartment","$2140","Studio","1.00","PetOK","475"
"Now","SANFRANCISCO","Apartment","$2150","Studio","1.00","PetOK",""
"Now","SANFRANCISCO","House","$2150","1","1.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$2150","1","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$2151","Studio","1.00","PetOK","533"
