#AVAILABLE,CITY,TYPE,RENT,BEDS,BATHS,PETS,SQ. FT.
"Now","SANFRANCISCO","Apartment","$3200","1","1.50","Call","800"
"Now","SANFRANCISCO","Apartment","$3200","2","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3216","2","2.00","PetOK","1098"
"Now","SANFRANCISCO","Apartment","$3225","1","1.00","Call","650"
"Now","SANFRANCISCO","House","$3225","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3226","2","2.00","PetOK","1098"
"Now","SANFRANCISCO","Apartment","$3230","1","1.00","PetOK","822"
"Now","SANFRANCISCO","Apartment","$3230","1","1.00","PetOK","822"
"Now","SANFRANCISCO","Apartment","$3235","1","1.00","PetOK","1006"
"Now","SANFRANCISCO","Apartment","$3235","1","1.00","PetOK","1006"
"Now","SANFRANCISCO","Apartment","$3250","2","1.00","Call","893"
"Now","SANFRANCISCO","Apartment","$3250","4","2.00","DogOK","1475"
"Now","SANFRANCISCO","Condo","$3250","2","2.00","NoPets",""
"Now","SANFRANCISCO","Condo","$3250","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3250","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3250","4","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3250","2","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$3250","3","2.50","PetOK","1416"
"Now","SANFRANCISCO","Apartment","$3255","2","1.00","PetOK","814"
"Now","SANFRANCISCO","Apartment","$3260","2","1.00","PetOK","814"
"Now","SANFRANCISCO","Apartment","$3280","1","1.00","PetOK","882"
"Now","SANFRANCISCO","Apartment","$3280","1","1.00","PetOK","882"
"Now","SANFRANCISCO","Apartment","$3280","2","2.00","PetOK","975"
"Now","SANFRANCISCO","Apartment","$3281","2","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3285","1","1.00","CatOK","808"
"Now","SANFRANCISCO","Apartment","$3285","2","2.00","PetOK",""
"Now","SANFRANCISCO","House","$3290","3","2.00","NoPets",""
"Now","SANFRANCISCO","House","$3290","2","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3290","1","1.00","PetOK","868"
"Now","SANFRANCISCO","Apartment","$3290","1","1.00","PetOK","868"
"Now","SANFRANCISCO","Apartment","$3295","2","2.00","DogOK","1003"
"Now","SANFRANCISCO","Apartment","$3298","2","2.00","PetOK","1044"
"Now","SANFRANCISCO","Apartment","$3299","1","1.00","NoPets",""
"Now","NOBHILL","Apartment","$3300","2","2.00","NoPets",""
"Now","SANFRANCISCO","Condo","$3300","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3300","1","1.00","PetOK","950"
"Now","SANFRANCISCO","Loft","$3300","1","2.00","NoPets","1100"
"Now","SANFRANCISCO","Apartment","$3300","2","1.00","PetOK","3300"
"Now","SANFRANCISCO","Apartment","$3300","2","2.00","PetOK","1044"
"Now","SANFRANCISCO","Apartment","$3300","2","1.00","PetOK","1100"
"Now","SANFRANCISCO","House","$3300","3","2.00","Call",""
"Now","SANFRANCISCO","Apartment","$3300","2","2.00","Call","1032"
"Now","SANFRANCISCO","Apartment","$3325","3","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3350","4","2.00","PetOK","1380"
"Now","SANFRANCISCO","Apartment","$3350","4","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3364","2","2.00","PetOK","925"
"Now","SANFRANCISCO","Apartment","$3366","2","2.00","PetOK","1044"
"Now","SANFRANCISCO","Apartment","$3375","1","1.00","PetOK","720"
"Now","SANFRANCISCO","Apartment","$3376","2","2.00","PetOK","1044"
"Now","SANFRANCISCO","Apartment","$3386","2","2.00","PetOK","1044"
"02/01/2012","SANFRANCISCO","Apartment","$3390","2","1.00","Call","1015"
"Now","SANFRANCISCO","Apartment","$3394","2","2.00","PetOK","1098"
"Now","SANFRANCSICO","Apartment","$3395","2","1.00","PetOK",""
"Now","TWINPEAKS","Apartment","$3400","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3400","3","1.50","PetOK","1280"
"Now","SANFRANCISCO","Apartment","$3400","1","1.00","PetOK","650"
"Now","SANFRANCISCO","Apartment","$3400","3","1.00","DogOK","1080"
"Now","SANFRANCISCO","Apartment","$3400","1","1.00","Call","450"
"Now","SANFRANCISCO","Apartment","$3400","3","1.50","DogOK","1600"
"Now","SANFRANCISCO","Apartment","$3400","3","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3415","1","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3416","2","2.00","CatOK","710"
"Now","SANFRANCISCO","Apartment","$3417","1","1.50","NoPets","1100"
"Now","SANFRANCISCO","Apartment","$3435","2","2.00","PetOK","1077"
"Now","SANFRANCISCO","Apartment","$3440","2","2.00","PetOK","1077"
"Now","SANFRANCISCO","Apartment","$3450","3","2.50","PetOK","1510"
"Now","SANFRANCISCO","Apartment","$3455","2","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3455","2","2.00","PetOK","1053"
"Now","SANFRANCISCO","Apartment","$3475","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3480","2","2.00","PetOK",""
"01/28/2012","SANFRANCISCO","Apartment","$3495","1","1.00","DogOK",""
"Now","SANFRANCISCO","Apartment","$3495","4","3.00","PetOK","2142"
"Now","SANFRANCISCO","Apartment","$3495","1","1.50","PetOK","950"
"Now","SANFRANCISCO","Apartment","$3495","3","2.00","PetOK","1265"
"Now","SANFRANCSICO","Apartment","$3495","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3499","3","2.00","Call",""
"Now","SANFRANCISCO","Apartment","$3499","3","2.00","PetOK","1265"
"Now","SANFRANCISCO","Apartment","$3499","3","2.00","PetOK","1265"
"Now","SANFRANCISCO","Condo","$3500","1","1.50","NoPets",""
"Now","SANFRANCISCO","Apartment","$3500","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3500","2","2.50","PetOK",""
"Now","SANFRANCISCO","Condo","$3500","3","2.00","Call",""
"Now","SANFRANCISCO","Condo","$3500","2","2.00","NoPets","968"
"Now","SANFRANCISCO","Condo","$3500","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3500","2","1.00","DogOK","1325"
"Now","SANFRANCISCO","Apartment","$3500","2","2.00","PetOK",""
"Now","SANFRANCISCO","House","$3500","3","1.50","Call",""
"Now","SANFRANCISCO","House","$3500","4","2.00","CatOK",""
"Now","SANFRANCISCO","Condo","$3500","2","2.00","CatOK",""
"Now","SANFRANCISCO","House","$3500","3","2.00","NoPets","1162"
"Now","SANFRANCISCO","Apartment","$3520","1","1.00","PetOK","861"
"Now","SANFRANCISCO","Apartment","$3525","3","2.00","PetOK","1260"
"Now","SANFRANCISCO","Apartment","$3525","3","3.00","PetOK","1375"
"Now","SANFRANCISCO","Apartment","$3532","2","2.00","PetOK","1130"
"Now","SANFRANCISCO","Apartment","$3540","2","2.00","CatOK","1130"
"Now","SANFRANCISCO","Apartment","$3544","2","2.00","CatOK","1612"
"Now","SANFRANCISCO","Apartment","$3550","4","3.50","PetOK","2543"
"Now","SANFRANCISCO","Apartment","$3550","1","1.00","Call",""
"Now","SANFRANCISCO","House","$3560","2","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3570","2","2.00","PetOK","1334"
"Now","SANFRANCISCO","Apartment","$3590","2","2.00","PetOK","1226"
"Now","SANFRANCISCO","Apartment","$3590","2","2.00","PetOK","1211"
"Now","SANFRANCISCO","Apartment","$3591","2","2.00","PetOK","1130"
"Now","SANFRANCISCO","Apartment","$3595","2","1.00","Call","983"
"Now","SANFRANCISCO","Guesthouse","$3595","3","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3600","1","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$3600","2","2.00","PetOK","1133"
"Now","SANFRANCISCO","Apartment","$3600","2","2.00","DogOK","1361"
"Now","SANFRANCISCO","Apartment","$3600","2","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$3600","2","2.00","DogOK","1282"
"Now","SANFRANCISCO","Apartment","$3623","2","2.00","PetOK","1133"
"Now","SANFRANCISCO","Apartment","$3623","2","2.00","PetOK","1133"
"Now","SANFRANCISCO","Apartment","$3625","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3625","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3625","2","2.00","NoPets","1300"
"02/11/2012","SANFRANCISCO","Apartment","$3650","2","2.00","Call","913"
"Now","SANFRANCISCO","Apartment","$3665","2","1.00","Call","1500"
"Now","SANFRANCISCO","Apartment","$3680","2","2.00","PetOK","1238"
"Now","SANFRANCISCO","Apartment","$3695","2","1.00","NoPets",""
"Now","SANFRANCISCO","House","$3700","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3700","2","2.50","PetOK","1502"
"Now","SANFRANCISCO","Apartment","$3700","1","1.00","NoPets",""
"Now","SANFRANCISCO","House","$3700","2","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3700","3","1.00","PetOK","1250"
"Now","SANFRANCISCO","Apartment","$3704","2","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3704","2","2.00","Call","950"
"Now","SANFRANCISCO","Apartment","$3720","3","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3720","3","2.50","PetOK",""
"Now","SANFRANCISCO","Apartment","$3720","2","2.50","PetOK","1510"
"Now","SANFRANCISCO","Apartment","$3725","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3750","3","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3750","1","1.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$3750","1","1.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$3750","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3750","1","1.00","CatOK",""
"Now","SANFRANCISCO","Condo","$3750","2","1.50","NoPets",""
"Now","SANFRANCISCO","Apartment","$3750","3","2.50","PetOK","1614"
"Now","SANFRANCISCO","Condo","$3750","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3750","2","2.00","Call","1500"
"Now","SANFRANCISCO","House","$3750","2","2.00","PetOK","1600"
"Now","SANFRANCISCO","Apartment","$3764","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3765","2","2.00","PetOK","1214"
"Now","SANFRANCISCO","Apartment","$3770","2","2.00","PetOK","1241"
"Now","SANFRANCISCO","Apartment","$3785","3","2.00","DogOK","1125"
"Now","SANFRANCISCO","Apartment","$3799","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3799","2","2.00","NoPets",""
"Now","SANFRANCISCO","House","$3800","3","2.50","NoPets",""
"Now","SANFRANCISCO","Condo","$3800","1","1.00","Call","5000"
"Now","SANFRANCISCO","Condo","$3800","3","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1400","1","1.00","PetOK","504"
"Now","SANFRANCISCO","Apartment","$1400","1","1.00","PetOK","1092"
"Now","SANFRANCISCO","Apartment","$1423","Studio","1.00","CatOK","326"
"Now","SANFRANCISCO","Apartment","$1439","1","1.00","Call","604"
"Now","SANFRANCISCO","Apartment","$1450","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1450","Studio","1.00","Call","275"
"Now","SUNSET","Apartment","$1475","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1495","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1495","Studio","1.00","Call",""
"Now","SANFRANCISC","Apartment","$1495","Studio","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$1495","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1495","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1500","1","1.00","Call","700"
"Now","SANFRANCISCO","Apartment","$1508","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$1543","Studio","1.00","DogOK","548"
"Now","SANFRANCISCO","Apartment","$1543","Studio","1.00","CatOK","570"
"Now","SANFRANCISCO","Apartment","$1545","1","1.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$1550","1","1.00","CatOK","625"
"Now","SANFRANCISCO","Apartment","$1550","Studio","1.00","Call","410"
"Now","SANFRANCISCO","Apartment","$1550","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1550","Studio","1.00","Call","375"
"Now","SANFRANCISCO","Apartment","$1550","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1560","Studio","1.00","Call","420"
"Now","SANFRANCISCO","Apartment","$1575","Studio","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$1575","Studio","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$3815","3","2.00","PetOK","1125"
"Now","SANFRANCISCO","Apartment","$3825","2","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3844","2","2.00","PetOK","1612"
"Now","SANFRANCISCO","Apartment","$3844","2","2.00","PetOK","1667"
"Now","SANFRANCISCO","Apartment","$3850","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3850","1","1.50","NoPets","800"
"Now","SANFRANCISCO","Apartment","$3874","2","2.00","PetOK","1164"
"Now","SANFRANCISCO","Apartment","$3887","2","2.00","DogOK","1214"
"Now","SANFRANCISCO","Apartment","$3890","2","1.00","PetOK","1216"
"Now","SANFRANCISCO","Townhouse","$3895","4","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3895","3","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3895","2","1.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$3895","2","1.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$3895","1","2.00","PetOK",""
"Now","SANFRANCISCO","House","$3900","3","2.00","Call",""
"Now","SANFRANCISCO","Apartment","$3900","3","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3900","1","1.00","NoPets",""
"Now","SANFRANCISCO","Condo","$3900","3","1.50","NoPets",""
"Now","SANFRANCISCO","Apartment","$3900","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3900","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3900","4","2.50","DogOK","1850"
"Now","SANFRANCISCO","Apartment","$3900","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3904","2","2.00","CatOK","1667"
"Now","SANFRANCISCO","Apartment","$3913","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3950","1","2.00","NoPets","980"
"Now","SANFRANCISCO","Apartment","$3950","1","1.00","NoPets",""
"Now","SANFRANCISCO","Condo","$3950","3","2.00","NoPets",""
"Now","SANFRANCISCO","Condo","$3950","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3950","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3966","2","2.00","CatOK","1214"
"Now","SANFRANCISCO","Apartment","$3975","3","1.00","DogOK","1250"
"Now","SANFRANCISCO","Apartment","$3975","3","1.00","PetOK",""
"Now","SANFRANCISCO","Condo","$3975","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$3995","Studio","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$3999","2","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$3999","2","2.00","NoPets",""
"Now","SANFRANCISCO","Guesthouse","$3999","2","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$4000","2","1.00","NoPets","1000"
"Now","SANFRANCISCO","Apartment","$4000","1","1.00","Call","550"
"Now","SANFRANCISCO","Apartment","$4000","3","2.00","Call",""
"Now","SANFRANCISCO","Apartment","$4000","2","2.00","Call","1100"
"Now","SANFRANCISCO","Apartment","$4000","Studio","1.00","Call","550"
"Now","SANFRANCISCO","Apartment","$4000","3","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$4000","2","1.00","Call","400"
"Now","SANFRANCISCO","Apartment","$4000","2","2.00","CatOK",""
"Now","SANFRANCISCO","House","$4000","3","2.50","PetOK",""
"Now","SANFRANCISCO","Apartment","$4000","1","2.00","NoPets","1200"
"Now","SANFRANCISCO","Apartment","$4006","2","2.00","PetOK","1214"
"Now","SANFRANCISCO","Apartment","$4025","2","1.00","PetOK","910"
"Now","SANFRANCISCO","Apartment","$4045","2","2.00","PetOK","1094"
"Now","SANFRANCISCO","Apartment","$4050","2","2.00","Call","973"
"Now","SANFRANCISCO","Apartment","$4050","Studio","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$4064","2","1.00","DogOK",""
"Now","SANFRANCISCO","Apartment","$4064","2","2.00","PetOK","1667"
"Now","SANFRANCISCO","Apartment","$4066","2","2.00","PetOK","1211"
"Now","SANFRANCISCO","Apartment","$4100","2","2.00","Call","1000"
"Now","SANFRANCISCO","Apartment","$4102","2","2.00","Call","1240"
"Now","SANFRANCISCO","Apartment","$4145","2","2.00","PetOK","1211"
"Now","SANFRANCISCO","Apartment","$4174","2","2.00","CatOK","1286"
"Now","SANFRANCISCO","Apartment","$4175","2","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$4185","2","2.00","PetOK","1114"
"Now","SANFRANCISCO","Apartment","$4188","2","2.00","PetOK","1286"
"Now","SANFRANCISCO","Apartment","$4200","1","1.00","PetOK",""
"Now","SANFRANCISCO","House","$4200","2","1.00","Call",""
"Now","SANFRANCISCO","Apartment","$4200","1","1.50","NoPets",""
"Now","SANFRANCISCO","Apartment","$4200","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$4215","2","1.00","CatOK","886"
"Now","SANFRANCISCO","Apartment","$4215","2","2.00","DogOK","886"
"Now","SANFRANCISCO","Apartment","$4240","2","2.00","DogOK","799"
"Now","SANFRANCISCO","Condo","$4250","2","2.50","Call",""
"Now","SANFRANCISCO","Apartment","$4250","2","2.00","PetOK","1256"
"Now","TWINPEAKS","Apartment","$4250","3","2.00","NoPets",""
"Now","SANFRANCISCO","House","$4250","3","2.50","Call",""
"Now","SANFRANCISCO","Apartment","$4250","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$4250","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$4260","2","2.00","PetOK","1123"
"Now","SANFRANCISCO","Apartment","$4260","2","2.00","PetOK","1123"
"Now","SANFRANCISCO","Apartment","$4275","2","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$4275","2","2.00","PetOK","990"
"Now","SANFRANCISCO","Apartment","$4300","2","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$4300","4","2.00","NoPets",""
"Now","SANFRANCISOC","Apartment","$4350","3","1.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$4390","3","2.00","PetOK","1380"
"Now","SANFRANCISCO","Apartment","$4390","3","2.00","Call",""
"Now","SANFRANCISCO","Condo","$4395","2","1.00","NoPets",""
"Now","SANFRANCISCO","Condo","$4400","2","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$4400","2","1.50","NoPets","1500"
"Now","SANFRANCISCO","Apartment","$4400","4","2.00","PetOK","1650"
"Now","SANFRANCISCO","Apartment","$4405","2","2.00","PetOK","1186"
"Now","SANFRANCISCO","Apartment","$4416","2","2.00","NoPets","1500"
"Now","SANFRANCISCO","Apartment","$4434","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$4435","2","2.00","PetOK","1282"
"Now","SANFRANCISCO","Condo","$4500","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$4500","1","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$4500","4","2.00","Call",""
"Now","SANFRANCISCO","House","$4500","4","2.00","Call",""
"Now","SANFRANCISCO","Apartment","$4500","1","2.00","NoPets","1400"
"Now","SANFRANCISCO","Apartment","$4500","1","1.00","PetOK",""
"Now","SANFRANCISCO","Condo","$4500","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$4500","2","2.00","Call",""
"Now","SANFRANCISCO","Apartment","$4500","2","2.00","PetOK",""
"Now","SANFRANCISCO","Condo","$4500","2","1.00","NoPets","1500"
"Now","SANFRANCISCO","Condo","$4500","2","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$4500","2","2.50","PetOK",""
"Now","SANFRANCISCO","Condo","$4500","3","2.50","NoPets","1800"
"Now","SANFRANCISCO","Apartment","$4513","2","2.00","CatOK","1224"
"Now","SANFRANCISCO","Apartment","$4600","1","1.00","Call","650"
"Now","SANFRANCISCO","House","$4650","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$4700","3","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$4750","2","2.00","PetOK","1224"
"Now","SANFRANCISCO","Apartment","$4799","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$4800","1","1.00","CatOK",""
"Now","SANFRANCISCO","Apartment","$4800","3","3.00","PetOK","4800"
"Now","SANFRANCISCO","Condo","$4800","1","2.00","PetOK","1500"
"Now","SANFRANCISCO","Apartment","$4850","2","2.00","PetOK",""
"Now","SANFRANCISCO","House","$4860","3","2.00","Call",""
"Now","SANFRANCISCO","Condo","$4895","2","2.00","PetOK",""
"Now","SANFRANCISCO","Condo","$4895","2","2.00","PetOK","1200"
"Now","SANFRANCISCO","Apartment","$4900","3","2.00","Call","415"
"Now","SANFRANCISCO","Apartment","$4916","2","2.00","PetOK","1673"
"Now","SANFRANCISCO","Apartment","$4950","4","2.00","DogOK","1450"
"02/01/2012","SANFRANCISCO","House","$4950","3","2.50","DogOK",""
"Now","SANFRANCISCO","Condo","$4950","2","2.00","NoPets",""
"Now","SANFRANCISCO","Condo","$4975","2","2.00","Call",""
"Now","SANFRANCISCO","Apartment","$4995","2","1.00","Call",""
"Now","SANFRANCISCO","Condo","$4995","2","2.00","NoPets","1470"
"Now","SANFRANCISCO","Apartment","$4999","3","2.00","NoPets",""
"Now","SANFRANCISCO","House","$5000","2","3.00","NoPets",""
"Now","NOEVALLEY","House","$5000","2","2.00","Call",""
"Now","SANFRANCISCO","Condo","$5000","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$5100","3","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$5100","3","2.00","DogOK","2000"
"Now","SANFRANCISCO","Apartment","$5110","2","2.00","PetOK","1341"
"Now","SANFRANCISCO","Apartment","$5110","2","2.00","PetOK","1341"
"Now","SANFRANCISCO","Apartment","$5200","3","2.00","NoPets","1700"
"Now","SANFRANCISCO","Apartment","$5200","3","2.00","DogOK","1700"
"Now","SANFRANCISCO","Apartment","$5240","2","2.00","PetOK","1339"
"Now","SANFRANCISCO","Apartment","$5250","6+","3.00","NoPets","2000"
"Now","SANFRANCISCO","Apartment","$5395","4","2.50","PetOK",""
"Now","SANFRANCISCO","Apartment","$5395","4","2.50","DogOK","1620"
"Now","SANFRANCISCO","Condo","$5400","1","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$5400","1","1.50","Call","950"
"Now","SANFRANCISCO","Condo","$5450","2","2.00","Call","1550"
"Now","SANFRANCISCO","Apartment","$5475","2","1.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$5475","3","2.50","Call","1600"
"Now","SANFRANCISCO","Apartment","$5500","2","2.50","Call","1250"
"Now","SANFRANCISCO","Apartment","$5500","3","2.00","Call","415"
"Now","SANFRANCISCO","House","$5500","3","3.50","NoPets",""
"Now","SANFRANCISCO","Apartment","$5500","2","2.50","PetOK","1450"
"Now","SANFRANCISCO","Apartment","$5565","3","3.00","PetOK","1916"
"Now","SANFRANCISCO","Apartment","$5600","1","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$5700","2","2.00","NoPets",""
"Now","SANFRANCISCO","Condo","$5750","2","2.00","NoPets","2000"
"Now","SANFRANCISCO","Apartment","$5800","2","1.00","Call",""
"Now","SANFRANCISCO","Condo","$5900","3","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$5900","1","1.00","NoPets",""
"Now","SANFRANCISCO","Condo","$5900","1","2.00","NoPets","1600"
"Now","SANFRANCISCO","Apartment","$5995","4","2.50","PetOK","2500"
"Now","SANFRANCISCO","Apartment","$5995","1","1.00","Call","2600"
"Now","SANFRANCISCO","Condo","$6000","3","3.00","PetOK","2000"
"Now","SANFRANCISCO","Townhouse","$6000","2","3.00","Call",""
"Now","SANFRANCISCO","House","$6000","5","3.50","NoPets",""
"Now","SANFRANCISCO","Condo","$6100","3","2.00","Call",""
"Now","SANFRANCISCO","House","$6200","3","3.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$6200","2","2.50","PetOK","1450"
"Now","SANFRANCISCO","Condo","$6200","1","2.00","PetOK","1958"
"Now","SANFRANCISCO","Apartment","$6450","2","2.50","Call",""
"Now","SANFRANCISCO","Condo","$6500","3","2.00","NoPets","1800"
"Now","SANFRANCISCO","Apartment","$6500","3","3.00","Call","1700"
"Now","SANFRANCISCO","Condo","$6500","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$6500","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$6500","4","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$6500","3","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$6500","2","1.00","Call","400"
"Now","TWINPEAKS","House","$6500","3","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$6500","3","2.00","PetOK","3454"
"Now","SANFRANCISCO","Apartment","$6649","3","3.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$6700","4","1.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$6700","4","3.00","DogOK","1800"
"Now","SANFRANCISCO","Apartment","$6800","4","2.50","NoPets","1700"
"Now","SANFRANCISCO","Apartment","$6800","4","2.50","DogOK","2010"
"Now","SANFRANCISCO","Condo","$6890","3","2.00","NoPets","2200"
"Now","SANFRANCISCO","Condo","$6895","3","2.00","Call","2400"
"Now","SANFRANCISCO","Loft","$6900","2","1.00","NoPets","2000"
"Now","SANFRANCISCO","House","$6950","2","2.00","PetOK",""
"Now","SANFRANCISCO","Apartment","$7000","4","2.50","PetOK",""
"Now","SANFRANCISCO","Apartment","$7000","4","2.50","DogOK","2500"
"Now","SANFRANCISCO","Apartment","$7000","4","2.50","DogOK","2460"
"Now","SANFRANCISCO","Apartment","$7000","1","2.00","PetOK","1800"
"Now","SANFRANCISCO","Apartment","$7200","2","1.00","PetOK",""
"Now","SANFRANCISCO","Condo","$7200","2","2.00","NoPets","1400"
"Now","SANFRANCISCO","Apartment","$7200","2","2.00","NoPets",""
"Now","SANFRANCISCO","House","$7265","3","2.00","Call",""
"Now","SANFRANCISCO","Apartment","$7390","3","1.00","Call","2200"
"Now","SANFRANCISCO","Townhouse","$7500","3","2.50","Call",""
"Now","SANFRANCISCO","Apartment","$7500","4","3.50","PetOK",""
"Now","SANFRANCISCO","Apartment","$7500","4","3.50","DogOK","2140"
"Now","SANFRANCISCO","Apartment","$7500","2","1.00","Call",""
"Now","SANFRANCISCO","Condo","$7500","2","2.00","NoPets",""
"Now","SANFRANCISCO","House","$8000","3","3.00","Call",""
"Now","SANFRANCISCO","Apartment","$8000","2","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$8000","5","3.50","NoPets","1700"
"Now","SANFRANCISCO","Condo","$8000","3","2.00","NoPets",""
"Now","SANFRANCISCO","Apartment","$8000","5","3.50","DogOK","3290"
"Now","SANFRANCISCO","Apartment","$8400","2","2.50","NoPets","1670"
"Now","SANFRANCISCO","Apartment","$8500","5","3.50","NoPets","2500"
"Now","SANFRANCISCO","House","$8500","4","5.00","NoPets","4000"
"Now","SANFRANCISCO","Apartment","$8750","6+","2.50","PetOK",""
"Now","SANFRANCISCO","Apartment","$8750","6+","3.50","DogOK","2800"
"Now","SANFRANCISCO","Apartment","$8950","4","4.00","NoPets","2700"
